218022.0	187759.0	20554.0	1276.0	2338.0	45.0	2586.0	3464.0	177.0	3287.0
114277.0	85046.0	24737.0	107.0	426.0	0.0	1182.0	2779.0	842.0	1937.0
83442.0	78643.0	906.0	301.0	166.0	0.0	1367.0	2059.0	335.0	1724.0
71385.0	60157.0	1335.0	868.0	173.0	0.0	7583.0	1269.0	0.0	1269.0
81887.0	60622.0	17113.0	345.0	522.0	0.0	1339.0	1946.0	56.0	1890.0
102501.0	81129.0	17474.0	209.0	862.0	0.0	1094.0	1733.0	249.0	1484.0
104722.0	72687.0	29214.0	66.0	700.0	0.0	113.0	1942.0	151.0	1791.0
659300.0	341227.0	282596.0	1786.0	9564.0	724.0	10729.0	12674.0	2167.0	10507.0
92387.0	80452.0	9614.0	89.0	667.0	133.0	283.0	1149.0	73.0	1076.0
163941.0	115009.0	38323.0	453.0	6950.0	0.0	582.0	2624.0	286.0	2338.0
96174.0	75365.0	13504.0	702.0	1377.0	0.0	3579.0	1647.0	108.0	1539.0
366519.0	245460.0	88541.0	1201.0	9303.0	27.0	7838.0	14149.0	1058.0	13091.0
96109.0	87628.0	3727.0	269.0	385.0	0.0	2360.0	1740.0	266.0	1474.0
413757.0	239651.0	150188.0	3056.0	8037.0	138.0	4990.0	7697.0	822.0	6875.0
225763.0	78367.0	132366.0	518.0	7122.0	0.0	4087.0	3303.0	521.0	2782.0
119089.0	91390.0	17107.0	327.0	613.0	0.0	8158.0	1494.0	42.0	1452.0
88690.0	76382.0	8976.0	155.0	715.0	0.0	1430.0	1032.0	331.0	701.0
215707.0	172086.0	27162.0	372.0	4767.0	27.0	7400.0	3893.0	146.0	3747.0
79828.0	50857.0	27226.0	433.0	110.0	0.0	82.0	1120.0	48.0	1072.0
208911.0	135323.0	67036.0	529.0	3471.0	0.0	330.0	2222.0	146.0	2076.0
63711.0	57117.0	3863.0	98.0	141.0	0.0	1020.0	1472.0	0.0	1472.0
291538.0	181491.0	16679.0	22022.0	28273.0	6105.0	5340.0	31628.0	2490.0	29138.0
98971.0	74307.0	4941.0	8025.0	2956.0	734.0	867.0	7141.0	66.0	7075.0
107610.0	88760.0	901.0	8317.0	1943.0	77.0	436.0	7176.0	631.0	6545.0
71818.0	16256.0	411.0	53873.0	416.0	59.0	576.0	227.0	30.0	197.0
126770.0	109392.0	4814.0	1738.0	2511.0	210.0	2780.0	5325.0	1270.0	4055.0
142854.0	90589.0	1882.0	38177.0	2687.0	0.0	5014.0	4505.0	132.0	4373.0
4410824.0	3466879.0	257889.0	91630.0	184809.0	10478.0	227969.0	171170.0	31107.0	140063.0
209550.0	191170.0	2409.0	4346.0	2518.0	1492.0	3283.0	4332.0	348.0	3984.0
110445.0	53702.0	892.0	49902.0	636.0	9.0	2787.0	2517.0	149.0	2368.0
1039073.0	771880.0	37940.0	45440.0	30481.0	1431.0	91913.0	59988.0	10712.0	49276.0
447138.0	359718.0	19947.0	22140.0	7233.0	1487.0	16060.0	20553.0	2888.0	17665.0
231993.0	209300.0	1876.0	2296.0	2581.0	367.0	7256.0	8317.0	1153.0	7164.0
212128.0	185580.0	5942.0	2428.0	3254.0	91.0	8750.0	6083.0	1952.0	4131.0
272608.0	238256.0	5133.0	3587.0	10627.0	1835.0	5157.0	8013.0	492.0	7521.0
108558.0	85821.0	17485.0	326.0	660.0	0.0	3163.0	1103.0	34.0	1069.0
124806.0	102041.0	13893.0	800.0	1626.0	0.0	2303.0	4143.0	150.0	3993.0
99154.0	85417.0	7374.0	1004.0	1048.0	0.0	778.0	3533.0	424.0	3109.0
68114.0	27109.0	39238.0	230.0	659.0	0.0	581.0	297.0	64.0	233.0
73657.0	65323.0	5335.0	178.0	618.0	21.0	1076.0	1106.0	127.0	979.0
392680.0	216820.0	145102.0	2096.0	9042.0	387.0	8638.0	10595.0	754.0	9841.0
121421.0	106756.0	9542.0	321.0	1495.0	481.0	676.0	2150.0	298.0	1852.0
127753.0	91102.0	8867.0	1289.0	6340.0	57.0	13542.0	6556.0	1098.0	5458.0
236961.0	181620.0	8323.0	3461.0	6287.0	5877.0	24341.0	7052.0	1336.0	5716.0
78727.0	71855.0	3569.0	513.0	749.0	0.0	230.0	1811.0	416.0	1395.0
1666753.0	643907.0	172152.0	10645.0	513491.0	14224.0	202397.0	109937.0	22863.0	87074.0
231256.0	186452.0	4019.0	2274.0	10017.0	360.0	12617.0	15517.0	1522.0	13995.0
1150215.0	622301.0	101253.0	7347.0	195848.0	5718.0	134475.0	83273.0	18780.0	64493.0
190678.0	169150.0	1221.0	924.0	8834.0	525.0	2255.0	7769.0	630.0	7139.0
994400.0	643787.0	45504.0	15894.0	103204.0	1252.0	139153.0	45606.0	9904.0	35702.0
136373.0	106163.0	1553.0	6438.0	4610.0	33.0	7462.0	10114.0	1002.0	9112.0
181827.0	117180.0	4201.0	1035.0	2801.0	204.0	47971.0	8435.0	4949.0	3486.0
896764.0	673595.0	50289.0	8106.0	44299.0	1656.0	84783.0	34036.0	9997.0	24039.0
151366.0	96634.0	10428.0	1502.0	6833.0	273.0	30198.0	5498.0	1357.0	4141.0
64382.0	47341.0	1546.0	3040.0	622.0	15.0	9643.0	2175.0	339.0	1836.0
10105518.0	5184112.0	811476.0	76089.0	1492554.0	28376.0	2076549.0	436362.0	135124.0	301238.0
157672.0	91440.0	5417.0	1510.0	3619.0	132.0	49419.0	6135.0	2589.0	3546.0
259666.0	206330.0	6312.0	275.0	16431.0	466.0	16866.0	12986.0	2098.0	10888.0
87606.0	73040.0	294.0	3434.0	2190.0	153.0	4829.0	3666.0	68.0	3598.0
274765.0	157100.0	9118.0	2300.0	20204.0	1094.0	74161.0	10788.0	4130.0	6658.0
435594.0	205303.0	11753.0	6540.0	25748.0	2232.0	167885.0	16133.0	2778.0	13355.0
139417.0	106436.0	2237.0	1011.0	12249.0	202.0	11435.0	5847.0	1148.0	4699.0
99696.0	91285.0	534.0	345.0	1249.0	158.0	2207.0	3918.0	134.0	3784.0
3185968.0	1922991.0	59872.0	13213.0	666421.0	10196.0	378653.0	134622.0	26693.0	107929.0
393149.0	322796.0	6738.0	2028.0	30817.0	667.0	11993.0	18110.0	1729.0	16381.0
2450758.0	1486443.0	160065.0	17330.0	163182.0	7783.0	512513.0	103442.0	30480.0	72962.0
1540975.0	874105.0	152261.0	11548.0	248351.0	18375.0	120060.0	116275.0	17071.0	99204.0
2171603.0	1320579.0	178755.0	19292.0	157436.0	6908.0	383485.0	105148.0	27808.0	77340.0
3343364.0	2373583.0	171408.0	20446.0	401745.0	13943.0	187840.0	174399.0	30296.0	144103.0
883305.0	400727.0	45886.0	2308.0	302795.0	2126.0	71923.0	57540.0	9256.0	48284.0
752660.0	436288.0	54996.0	4560.0	120792.0	4351.0	47132.0	84541.0	6618.0	77923.0
284010.0	248227.0	5123.0	1731.0	10265.0	235.0	6756.0	11673.0	1799.0	9874.0
769545.0	385286.0	16374.0	3089.0	226445.0	8787.0	80699.0	48865.0	7803.0	41062.0
446527.0	349976.0	9371.0	6202.0	24922.0	500.0	35392.0	20164.0	4011.0	16153.0
1937570.0	859705.0	49486.0	8791.0	721307.0	6751.0	191580.0	99950.0	16835.0	83115.0
274255.0	201567.0	2874.0	954.0	13521.0	388.0	41896.0	13055.0	3456.0	9599.0
180040.0	153562.0	2080.0	4384.0	5654.0	341.0	6307.0	7712.0	865.0	6847.0
446610.0	237882.0	59795.0	2524.0	70209.0	4869.0	39696.0	31635.0	3228.0	28407.0
499942.0	369293.0	8049.0	5039.0	21637.0	1176.0	69166.0	25582.0	5799.0	19783.0
549815.0	434015.0	16865.0	5011.0	28148.0	4616.0	37100.0	24060.0	5696.0	18364.0
96807.0	66617.0	2001.0	888.0	13831.0	1399.0	5094.0	6977.0	1231.0	5746.0
465861.0	332150.0	8947.0	4550.0	17675.0	711.0	84196.0	17632.0	7236.0	10396.0
